ASSESSMENT_START_TIME;FINDING_UNIQUE_ID;PROVIDER;CHECK_ID;CHECK_TITLE;CHECK_TYPE;STATUS;STATUS_EXTENDED;SERVICE_NAME;SUBSERVICE_NAME;SEVERITY;RESOURCE_TYPE;RESOURCE_DETAILS;RESOURCE_TAGS;DESCRIPTION;RISK;RELATED_URL;REMEDIATION_RECOMMENDATION_TEXT;REMEDIATION_RECOMMENDATION_URL;REMEDIATION_RECOMMENDATION_CODE_NATIVEIAC;REMEDIATION_RECOMMENDATION_CODE_TERRAFORM;REMEDIATION_RECOMMENDATION_CODE_CLI;REMEDIATION_RECOMMENDATION_CODE_OTHER;COMPLIANCE;CATEGORIES;DEPENDS_ON;RELATED_TO;NOTES;PROFILE;ACCOUNT_ID;ACCOUNT_NAME;ACCOUNT_EMAIL;ACCOUNT_ARN;ACCOUNT_ORG;ACCOUNT_TAGS;REGION;RESOURCE_ID;RESOURCE_ARN
2026-06-07T12:39:22.432298;prowler-aws-cloudwatch_log_metric_filter_and_alarm_for_cloudtrail_configuration_changes_enabled-578739262764-us-east-1-578739262764;aws;cloudwatch_log_metric_filter_and_alarm_for_cloudtrail_configuration_changes_enabled;Ensure a log metric filter and alarm exist for CloudTrail configuration changes.;Software and Configuration Checks/Industry and Regulatory Standards/CIS AWS Foundations Benchmark;FAIL;No CloudWatch log groups found with metric filters or alarms associated.;cloudwatch;;medium;AwsCloudTrailTrail;;;Ensure a log metric filter and alarm exist for CloudTrail configuration changes.;Monitoring unauthorized API calls will help reveal application errors and may reduce time to detect malicious activity.;https://docs.aws.amazon.com/awscloudtrail/latest/userguide/cloudwatch-alarms-for-cloudtrail.html;It is recommended that a metric filter and alarm be established for unauthorized requests.;https://docs.aws.amazon.com/awscloudtrail/latest/userguide/cloudwatch-alarms-for-cloudtrail.html;;https://docs.bridgecrew.io/docs/monitoring_5#fix---buildtime;https://docs.bridgecrew.io/docs/monitoring_5#procedure;;CISA: your-data-2 | CIS-1.4: 4.5 | CIS-1.5: 4.5 | MITRE-ATTACK: T1496 | GDPR: article_25 | ISO27001-2013: A.12.4 | CIS-2.0: 4.5 | AWS-Well-Architected-Framework-Security-Pillar: SEC04-BP04 | ENS-RD2022: op.exp.8.aws.ct.2, op.exp.8.r1.aws.ct.2 | NIST-CSF-1.1: cm_2, ra_5, sc_4;;;;Logging and Monitoring;default;578739262764;;;;;;us-east-1;578739262764;arn:aws:iam::578739262764:root
2026-06-07T12:39:22.432298;prowler-aws-cloudwatch_log_metric_filter_authentication_failures-578739262764-us-east-1-578739262764;aws;cloudwatch_log_metric_filter_authentication_failures;Ensure a log metric filter and alarm exist for AWS Management Console authentication failures.;Software and Configuration Checks/Industry and Regulatory Standards/CIS AWS Foundations Benchmark;FAIL;No CloudWatch log groups found with metric filters or alarms associated.;cloudwatch;;medium;AwsCloudTrailTrail;;;Ensure a log metric filter and alarm exist for AWS Management Console authentication failures.;Monitoring unauthorized API calls will help reveal application errors and may reduce time to detect malicious activity.;https://docs.aws.amazon.com/awscloudtrail/latest/userguide/cloudwatch-alarms-for-cloudtrail.html;It is recommended that a metric filter and alarm be established for unauthorized requests.;https://docs.aws.amazon.com/awscloudtrail/latest/userguide/cloudwatch-alarms-for-cloudtrail.html;;https://docs.bridgecrew.io/docs/monitoring_6#fix---buildtime;https://docs.bridgecrew.io/docs/monitoring_6#procedure;;CIS-1.4: 4.6 | CIS-1.5: 4.6 | MITRE-ATTACK: T1496 | GDPR: article_25 | ISO27001-2013: A.12.4 | HIPAA: 164_308_a_5_ii_c, 164_308_a_6_i, 164_308_a_6_ii | CIS-2.0: 4.6 | AWS-Well-Architected-Framework-Security-Pillar: SEC04-BP04 | ENS-RD2022: op.exp.8.aws.ct.5 | NIST-CSF-1.1: cm_2, ra_5, sc_4;;;;Logging and Monitoring;default;578739262764;;;;;;us-east-1;578739262764;arn:aws:iam::578739262764:root
2026-06-07T12:39:22.432298;prowler-aws-cloudwatch_log_metric_filter_aws_organizations_changes-578739262764-us-east-1-578739262764;aws;cloudwatch_log_metric_filter_aws_organizations_changes;Ensure a log metric filter and alarm exist for AWS Organizations changes.;Software and Configuration Checks/Industry and Regulatory Standards/CIS AWS Foundations Benchmark;FAIL;No CloudWatch log groups found with metric filters or alarms associated.;cloudwatch;;medium;AwsCloudTrailTrail;;;Ensure a log metric filter and alarm exist for AWS Organizations changes.;Monitoring unauthorized API calls will help reveal application errors and may reduce time to detect malicious activity.;https://docs.aws.amazon.com/awscloudtrail/latest/userguide/cloudwatch-alarms-for-cloudtrail.html;It is recommended that a metric filter and alarm be established for unauthorized requests.;https://docs.aws.amazon.com/awscloudtrail/latest/userguide/cloudwatch-alarms-for-cloudtrail.html;;;;https://www.trendmicro.com/cloudoneconformity/knowledge-base/aws/CloudWatchLogs/organizations-changes-alarm.html;CIS-1.4: 4.15 | CIS-1.5: 4.15 | MITRE-ATTACK: T1496 | CIS-2.0: 4.15 | AWS-Well-Architected-Framework-Security-Pillar: SEC04-BP04;;;;Logging and Monitoring;default;578739262764;;;;;;us-east-1;578739262764;arn:aws:iam::578739262764:root
2026-06-07T12:39:22.432298;prowler-aws-cloudwatch_log_metric_filter_disable_or_scheduled_deletion_of_kms_cmk-578739262764-us-east-1-578739262764;aws;cloudwatch_log_metric_filter_disable_or_scheduled_deletion_of_kms_cmk;Ensure a log metric filter and alarm exist for disabling or scheduled deletion of customer created KMS CMKs.;Software and Configuration Checks/Industry and Regulatory Standards/CIS AWS Foundations Benchmark;FAIL;No CloudWatch log groups found with metric filters or alarms associated.;cloudwatch;;medium;AwsCloudTrailTrail;;;Ensure a log metric filter and alarm exist for disabling or scheduled deletion of customer created KMS CMKs.;Monitoring unauthorized API calls will help reveal application errors and may reduce time to detect malicious activity.;https://docs.aws.amazon.com/awscloudtrail/latest/userguide/cloudwatch-alarms-for-cloudtrail.html;It is recommended that a metric filter and alarm be established for unauthorized requests.;https://docs.aws.amazon.com/awscloudtrail/latest/userguide/cloudwatch-alarms-for-cloudtrail.html;;https://docs.bridgecrew.io/docs/monitoring_7#fix---buildtime;https://docs.bridgecrew.io/docs/monitoring_7#procedure;;CIS-1.4: 4.7 | CIS-1.5: 4.7 | MITRE-ATTACK: T1485, T1496 | GDPR: article_25 | ISO27001-2013: A.10.1, A.12.4 | CIS-2.0: 4.7 | AWS-Well-Architected-Framework-Security-Pillar: SEC04-BP04 | ENS-RD2022: op.exp.10.aws.cmk.4, op.exp.10.aws.cmk.5 | NIST-CSF-1.1: cm_2, ra_5, sc_4;encryption;;;Logging and Monitoring;default;578739262764;;;;;;us-east-1;578739262764;arn:aws:iam::578739262764:root
2026-06-07T12:39:22.432298;prowler-aws-cloudwatch_log_metric_filter_for_s3_bucket_policy_changes-578739262764-us-east-1-578739262764;aws;cloudwatch_log_metric_filter_for_s3_bucket_policy_changes;Ensure a log metric filter and alarm exist for S3 bucket policy changes.;Software and Configuration Checks/Industry and Regulatory Standards/CIS AWS Foundations Benchmark;FAIL;No CloudWatch log groups found with metric filters or alarms associated.;cloudwatch;;medium;AwsCloudTrailTrail;;;Ensure a log metric filter and alarm exist for S3 bucket policy changes.;Monitoring unauthorized API calls will help reveal application errors and may reduce time to detect malicious activity.;https://docs.aws.amazon.com/awscloudtrail/latest/userguide/cloudwatch-alarms-for-cloudtrail.html;It is recommended that a metric filter and alarm be established for unauthorized requests.;https://docs.aws.amazon.com/awscloudtrail/latest/userguide/cloudwatch-alarms-for-cloudtrail.html;;https://docs.bridgecrew.io/docs/monitoring_8#fix---buildtime;https://docs.bridgecrew.io/docs/monitoring_8#procedure;;CIS-1.4: 4.8 | CIS-1.5: 4.8 | MITRE-ATTACK: T1496 | GDPR: article_25 | ISO27001-2013: A.12.4 | CIS-2.0: 4.8 | AWS-Well-Architected-Framework-Security-Pillar: SEC04-BP04 | NIST-CSF-1.1: cm_2, ra_5, sc_4;;;;Logging and Monitoring;default;578739262764;;;;;;us-east-1;578739262764;arn:aws:iam::578739262764:root
2026-06-07T12:39:22.432298;prowler-aws-cloudwatch_log_metric_filter_policy_changes-578739262764-us-east-1-578739262764;aws;cloudwatch_log_metric_filter_policy_changes;Ensure a log metric filter and alarm exist for IAM policy changes.;Software and Configuration Checks/Industry and Regulatory Standards/CIS AWS Foundations Benchmark;FAIL;No CloudWatch log groups found with metric filters or alarms associated.;cloudwatch;;medium;AwsCloudTrailTrail;;;Ensure a log metric filter and alarm exist for IAM policy changes.;Monitoring unauthorized API calls will help reveal application errors and may reduce time to detect malicious activity.;https://docs.aws.amazon.com/awscloudtrail/latest/userguide/cloudwatch-alarms-for-cloudtrail.html;It is recommended that a metric filter and alarm be established for unauthorized requests.;https://docs.aws.amazon.com/awscloudtrail/latest/userguide/cloudwatch-alarms-for-cloudtrail.html;;https://docs.bridgecrew.io/docs/monitoring_4#fix---buildtime;https://docs.bridgecrew.io/docs/monitoring_4#procedure;;CIS-1.4: 4.4 | CIS-1.5: 4.4 | MITRE-ATTACK: T1496 | GDPR: article_25 | ISO27001-2013: A.12.4 | CIS-2.0: 4.4 | AWS-Well-Architected-Framework-Security-Pillar: SEC04-BP04 | ENS-RD2022: op.exp.8.aws.ct.5 | NIST-CSF-1.1: cm_2, ra_5, sc_4;;;;Logging and Monitoring;default;578739262764;;;;;;us-east-1;578739262764;arn:aws:iam::578739262764:root
2026-06-07T12:39:22.432298;prowler-aws-cloudwatch_log_metric_filter_root_usage-578739262764-us-east-1-578739262764;aws;cloudwatch_log_metric_filter_root_usage;Ensure a log metric filter and alarm exist for usage of root account.;Software and Configuration Checks/Industry and Regulatory Standards/CIS AWS Foundations Benchmark;FAIL;No CloudWatch log groups found with metric filters or alarms associated.;cloudwatch;;medium;AwsCloudTrailTrail;;;Ensure a log metric filter and alarm exist for usage of root account.;Monitoring unauthorized API calls will help reveal application errors and may reduce time to detect malicious activity.;https://docs.aws.amazon.com/awscloudtrail/latest/userguide/cloudwatch-alarms-for-cloudtrail.html;It is recommended that a metric filter and alarm be established for unauthorized requests.;https://docs.aws.amazon.com/awscloudtrail/latest/userguide/cloudwatch-alarms-for-cloudtrail.html;;https://docs.bridgecrew.io/docs/monitoring_3#fix---buildtime;https://docs.bridgecrew.io/docs/monitoring_3#procedure;;CIS-1.4: 4.3 | CIS-1.5: 4.3 | MITRE-ATTACK: T1496 | GDPR: article_25 | ISO27001-2013: A.12.4 | HIPAA: 164_308_a_6_i, 164_308_a_6_ii | CIS-2.0: 4.3 | AWS-Well-Architected-Framework-Security-Pillar: SEC04-BP04 | ENS-RD2022: op.exp.8.aws.ct.5, op.exp.8.aws.cw.1 | NIST-CSF-1.1: cm_2, ra_5, sc_4 | PCI-3.2.1: cw;;;;Logging and Monitoring;default;578739262764;;;;;;us-east-1;578739262764;arn:aws:iam::578739262764:root
2026-06-07T12:39:22.432298;prowler-aws-cloudwatch_log_metric_filter_security_group_changes-578739262764-us-east-1-578739262764;aws;cloudwatch_log_metric_filter_security_group_changes;Ensure a log metric filter and alarm exist for security group changes.;Software and Configuration Checks/Industry and Regulatory Standards/CIS AWS Foundations Benchmark;FAIL;No CloudWatch log groups found with metric filters or alarms associated.;cloudwatch;;medium;AwsCloudTrailTrail;;;Ensure a log metric filter and alarm exist for security group changes.;Monitoring unauthorized API calls will help reveal application errors and may reduce time to detect malicious activity.;https://docs.aws.amazon.com/awscloudtrail/latest/userguide/cloudwatch-alarms-for-cloudtrail.html;It is recommended that a metric filter and alarm be established for unauthorized requests.;https://docs.aws.amazon.com/awscloudtrail/latest/userguide/cloudwatch-alarms-for-cloudtrail.html;;https://docs.bridgecrew.io/docs/monitoring_10#fix---buildtime;https://docs.bridgecrew.io/docs/monitoring_10#procedure;;CIS-1.4: 4.10 | CIS-1.5: 4.10 | MITRE-ATTACK: T1496 | GDPR: article_25 | ISO27001-2013: A.12.4 | CIS-2.0: 4.10 | AWS-Well-Architected-Framework-Security-Pillar: SEC04-BP04 | NIST-CSF-1.1: cm_2, ra_5, sc_4;;;;Logging and Monitoring;default;578739262764;;;;;;us-east-1;578739262764;arn:aws:iam::578739262764:root
2026-06-07T12:39:22.432298;prowler-aws-cloudwatch_log_metric_filter_sign_in_without_mfa-578739262764-us-east-1-578739262764;aws;cloudwatch_log_metric_filter_sign_in_without_mfa;Ensure a log metric filter and alarm exist for Management Console sign-in without MFA.;Software and Configuration Checks/Industry and Regulatory Standards/CIS AWS Foundations Benchmark;FAIL;No CloudWatch log groups found with metric filters or alarms associated.;cloudwatch;;medium;AwsCloudTrailTrail;;;Ensure a log metric filter and alarm exist for Management Console sign-in without MFA.;Monitoring unauthorized API calls will help reveal application errors and may reduce time to detect malicious activity.;https://docs.aws.amazon.com/awscloudtrail/latest/userguide/cloudwatch-alarms-for-cloudtrail.html;It is recommended that a metric filter and alarm be established for unauthorized requests.;https://docs.aws.amazon.com/awscloudtrail/latest/userguide/cloudwatch-alarms-for-cloudtrail.html;;https://docs.bridgecrew.io/docs/monitoring_2#fix---buildtime;https://docs.bridgecrew.io/docs/monitoring_2#procedure;;CIS-1.4: 4.2 | CIS-1.5: 4.2 | MITRE-ATTACK: T1496 | GDPR: article_25 | ISO27001-2013: A.12.4 | CIS-2.0: 4.2 | AWS-Well-Architected-Framework-Security-Pillar: SEC04-BP04 | ENS-RD2022: op.exp.8.aws.ct.5 | NIST-CSF-1.1: cm_2, ra_5, sc_4;;;;Logging and Monitoring;default;578739262764;;;;;;us-east-1;578739262764;arn:aws:iam::578739262764:root
2026-06-07T12:39:22.432298;prowler-aws-cloudwatch_log_metric_filter_unauthorized_api_calls-578739262764-us-east-1-578739262764;aws;cloudwatch_log_metric_filter_unauthorized_api_calls;Ensure a log metric filter and alarm exist for unauthorized API calls.;Software and Configuration Checks/Industry and Regulatory Standards/CIS AWS Foundations Benchmark;FAIL;No CloudWatch log groups found with metric filters or alarms associated.;cloudwatch;;medium;AwsCloudTrailTrail;;;Ensure a log metric filter and alarm exist for unauthorized API calls.;Monitoring unauthorized API calls will help reveal application errors and may reduce time to detect malicious activity.;https://docs.aws.amazon.com/awscloudtrail/latest/userguide/cloudwatch-alarms-for-cloudtrail.html;It is recommended that a metric filter and alarm be established for unauthorized requests.;https://docs.aws.amazon.com/awscloudtrail/latest/userguide/cloudwatch-alarms-for-cloudtrail.html;;https://docs.bridgecrew.io/docs/monitoring_1#fix---buildtime;https://docs.bridgecrew.io/docs/monitoring_1#procedure;;CIS-1.4: 4.1 | CIS-1.5: 4.1 | MITRE-ATTACK: T1496 | GDPR: article_25 | ISO27001-2013: A.12.4 | CIS-2.0: 4.1 | AWS-Well-Architected-Framework-Security-Pillar: SEC04-BP04 | ENS-RD2022: op.exp.8.aws.ct.5 | NIST-CSF-1.1: cm_2, ra_5, sc_4;;;;Logging and Monitoring;default;578739262764;;;;;;us-east-1;578739262764;arn:aws:iam::578739262764:root
2026-06-07T12:39:22.432298;prowler-aws-fms_policy_compliant-578739262764-us-east-1-578739262764;aws;fms_policy_compliant;Ensure that all FMS policies inside an admin account are compliant;;PASS;FMS enabled with all compliant accounts.;fms;;medium;Other;;;This check ensures all FMS policies inside an admin account are compliant;If FMS policies are not compliant, means there are resources unprotected by the policies;https://docs.aws.amazon.com/waf/latest/developerguide/getting-started-fms-intro.html;Ensure FMS is enabled and all the policies are compliant across your AWS accounts;https://docs.aws.amazon.com/waf/latest/developerguide/getting-started-fms-intro.html;;;aws fms list-policies;;;;;;;default;578739262764;;;;;;us-east-1;578739262764;arn:aws:iam::578739262764:root
2026-06-07T12:39:22.432298;prowler-aws-iam_password_policy_expires_passwords_within_90_days_or_less-578739262764-us-east-1-578739262764;aws;iam_password_policy_expires_passwords_within_90_days_or_less;Ensure IAM password policy expires passwords within 90 days or less;Software and Configuration Checks,Industry and Regulatory Standards,CIS AWS Foundations Benchmark;FAIL;Password policy cannot be found.;iam;;medium;AwsIamPasswordPolicy;;;Ensure IAM password policy expires passwords within 90 days or less;Password policies are used to enforce password complexity requirements. IAM password policies can be used to ensure password are comprised of different character sets. It is recommended that the password policy require at least one uppercase letter.;;Ensure Password expiration period (in days): is set to 90 or less.;https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_passwords_account-policy.html;;;;;MITRE-ATTACK: T1078, T1110 | ISO27001-2013: A.9.2, A.9.3, A.9.4 | AWS-Well-Architected-Framework-Security-Pillar: SEC03-BP06 | NIST-800-171-Revision-2: 3_5_5, 3_5_6, 3_5_7, 3_5_8 | ENS-RD2022: op.acc.6.aws.iam.3;;;;;default;578739262764;;;;;;us-east-1;578739262764;arn:aws:iam::578739262764:root
2026-06-07T12:39:22.432298;prowler-aws-iam_password_policy_lowercase-578739262764-us-east-1-578739262764;aws;iam_password_policy_lowercase;Ensure IAM password policy require at least one lowercase letter;Software and Configuration Checks,Industry and Regulatory Standards,CIS AWS Foundations Benchmark;FAIL;Password policy cannot be found.;iam;;medium;AwsIamPasswordPolicy;;;Ensure IAM password policy requires at least one uppercase letter;Password policies are used to enforce password complexity requirements. IAM password policies can be used to ensure password are comprised of different character sets. It is recommended that the password policy require at least one lowercase letter.;;"Ensure ""Requires at least one lowercase letter"" is checked under ""Password Policy"".";https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_passwords_account-policy.html;;;;;CISA: your-systems-3, your-surroundings-4 | MITRE-ATTACK: T1078, T1110 | GDPR: article_25 | ISO27001-2013: A.9.2, A.9.3, A.9.4 | HIPAA: 164_308_a_5_ii_d | GxP-21-CFR-Part-11: 11.10-d, 11.10-g, 11.200, 11.300-b | AWS-Well-Architected-Framework-Security-Pillar: SEC02-BP01 | NIST-800-171-Revision-2: 3_5_7 | ENS-RD2022: op.acc.6.r1.aws.iam.1 | FFIEC: d3-pc-am-b-6, d3-pc-am-b-7 | PCI-3.2.1: iam;;;;;default;578739262764;;;;;;us-east-1;578739262764;arn:aws:iam::578739262764:root
2026-06-07T12:39:22.432298;prowler-aws-iam_password_policy_minimum_length_14-578739262764-us-east-1-578739262764;aws;iam_password_policy_minimum_length_14;Ensure IAM password policy requires minimum length of 14 or greater;Software and Configuration Checks,Industry and Regulatory Standards,CIS AWS Foundations Benchmark;FAIL;Password policy cannot be found.;iam;;medium;AwsIamPasswordPolicy;;;Ensure IAM password policy requires minimum length of 14 or greater;Password policies are used to enforce password complexity requirements. IAM password policies can be used to ensure password are comprised of different character sets. It is recommended that the password policy require minimum length of 14 or greater.;;"Ensure ""Minimum password length"" is checked under ""Password Policy"".";https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_passwords_account-policy.html;;;;;CISA: your-systems-3, your-surroundings-4 | CIS-1.4: 1.8 | CIS-1.5: 1.8 | MITRE-ATTACK: T1078, T1110 | GDPR: article_25 | AWS-Foundational-Security-Best-Practices: iam | ISO27001-2013: A.9.2, A.9.3, A.9.4 | HIPAA: 164_308_a_5_ii_d | CIS-2.0: 1.8 | GxP-21-CFR-Part-11: 11.10-d, 11.10-g, 11.200, 11.300-b | AWS-Well-Architected-Framework-Security-Pillar: SEC02-BP01 | NIST-800-171-Revision-2: 3_5_7 | NIST-800-53-Revision-5: ac_2_1, ac_2_3_a, ac_2_3_b, ac_2_3_c, ac_2_3_d, ac_2_3, ac_2_d_1, ac_3_3, ac_3_3_a, ac_3_3_b_1, ac_3_3_b_2, ac_3_3_b_3, ac_3_3_b_4, ac_3_3_b_5, ac_3_3_c, ac_3_4, ac_3_4_a, ac_3_4_b, ac_3_4_c, ac_3_4_d, ac_3_4_e, ac_3_8, ac_3_12_a, ac_3_13, ac_3_15_a, ac_3_15_b, ac_4_28, ac_7_4, ac_7_4_a, ac_24, cm_5_1_a, cm_6_a, cm_9_b, cm_12_b, ia_4_d, ia_5, ia_5_b, ia_5_c, ia_5_d, ia_5_f, ia_5_h, ia_5_1_f, ia_5_1_g, ia_5_1_h, ia_5_1_h, ia_5_18_a, ia_5_18_b, ia_8_2_b, ma_4_c, sc_23_3 | ENS-RD2022: op.acc.6.r1.aws.iam.1 | FFIEC: d3-pc-am-b-6, d3-pc-am-b-7 | PCI-3.2.1: iam | FedRamp-Moderate-Revision-4: ac-2-1, ac-2-f, ac-2-j, ac-2-3, ac-5-c, ia-2, ia-5-1-a-d-e, ia-5-4 | FedRAMP-Low-Revision-4: ac-2, ia-2;;;;;default;578739262764;;;;;;us-east-1;578739262764;arn:aws:iam::578739262764:root
2026-06-07T12:39:22.432298;prowler-aws-iam_password_policy_number-578739262764-us-east-1-578739262764;aws;iam_password_policy_number;Ensure IAM password policy require at least one number;Software and Configuration Checks,Industry and Regulatory Standards,CIS AWS Foundations Benchmark;FAIL;Password policy cannot be found.;iam;;medium;AwsIamPasswordPolicy;;;Ensure IAM password policy require at least one number;Password policies are used to enforce password complexity requirements. IAM password policies can be used to ensure password are comprised of different character sets. It is recommended that the password policy require at least one number.;;"Ensure ""Require at least one number"" is checked under ""Password Policy"".";https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_passwords_account-policy.html;;;;;CISA: your-systems-3, your-surroundings-4 | MITRE-ATTACK: T1078, T1110 | GDPR: article_25 | ISO27001-2013: A.9.2, A.9.3, A.9.4 | HIPAA: 164_308_a_5_ii_d | GxP-21-CFR-Part-11: 11.10-d, 11.10-g, 11.200, 11.300-b | AWS-Well-Architected-Framework-Security-Pillar: SEC02-BP01 | NIST-800-171-Revision-2: 3_5_7 | ENS-RD2022: op.acc.6.r1.aws.iam.1 | FFIEC: d3-pc-am-b-6, d3-pc-am-b-7 | PCI-3.2.1: iam;;;;;default;578739262764;;;;;;us-east-1;578739262764;arn:aws:iam::578739262764:root
2026-06-07T12:39:22.432298;prowler-aws-iam_password_policy_reuse_24-578739262764-us-east-1-578739262764;aws;iam_password_policy_reuse_24;Ensure IAM password policy prevents password reuse: 24 or greater;Software and Configuration Checks,Industry and Regulatory Standards,CIS AWS Foundations Benchmark;FAIL;Password policy cannot be found.;iam;;medium;AwsIamPasswordPolicy;;;Ensure IAM password policy prevents password reuse: 24 or greater;Password policies are used to enforce password complexity requirements. IAM password policies can be used to ensure password are comprised of different character sets. It is recommended that the password policy prevents at least password reuse of 24 or greater.;;"Ensure ""Number of passwords to remember"" is set to 24.";https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_passwords_account-policy.html;;;;;CIS-1.4: 1.9 | CIS-1.5: 1.9 | MITRE-ATTACK: T1078, T1110 | GDPR: article_25 | ISO27001-2013: A.9.2, A.9.3, A.9.4 | HIPAA: 164_308_a_4_ii_c, 164_308_a_5_ii_d, 164_312_d | CIS-2.0: 1.9 | AWS-Well-Architected-Framework-Security-Pillar: SEC02-BP01 | NIST-800-171-Revision-2: 3_5_5, 3_5_6, 3_5_7, 3_5_8 | NIST-800-53-Revision-4: ac_2_1, ac_2, ia_2, ia_5_1, ia_5_4 | ENS-RD2022: op.acc.6.r1.aws.iam.1 | NIST-CSF-1.1: ac_1 | RBI-Cyber-Security-Framework: annex_i_7_2;;;;;default;578739262764;;;;;;us-east-1;578739262764;arn:aws:iam::578739262764:root
2026-06-07T12:39:22.432298;prowler-aws-iam_password_policy_symbol-578739262764-us-east-1-578739262764;aws;iam_password_policy_symbol;Ensure IAM password policy require at least one symbol;Software and Configuration Checks,Industry and Regulatory Standards,CIS AWS Foundations Benchmark;FAIL;Password policy cannot be found.;iam;;medium;AwsIamPasswordPolicy;;;Ensure IAM password policy require at least one symbol;Password policies are used to enforce password complexity requirements. IAM password policies can be used to ensure password are comprised of different character sets. It is recommended that the password policy require at least one non-alphanumeric character.;;"Ensure ""Require at least one non-alphanumeric character"" is checked under ""Password Policy"".";https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_passwords_account-policy.html;;;;;CISA: your-systems-3, your-surroundings-4 | MITRE-ATTACK: T1078, T1110 | GDPR: article_25 | ISO27001-2013: A.9.2, A.9.3, A.9.4 | HIPAA: 164_308_a_5_ii_d | GxP-21-CFR-Part-11: 11.10-d, 11.10-g, 11.200, 11.300-b | AWS-Well-Architected-Framework-Security-Pillar: SEC02-BP01 | NIST-800-171-Revision-2: 3_5_7 | ENS-RD2022: op.acc.6.r1.aws.iam.1 | FFIEC: d3-pc-am-b-6, d3-pc-am-b-7 | PCI-3.2.1: iam;;;;;default;578739262764;;;;;;us-east-1;578739262764;arn:aws:iam::578739262764:root
2026-06-07T12:39:22.432298;prowler-aws-iam_password_policy_uppercase-578739262764-us-east-1-578739262764;aws;iam_password_policy_uppercase;Ensure IAM password policy requires at least one uppercase letter;Software and Configuration Checks,Industry and Regulatory Standards,CIS AWS Foundations Benchmark;FAIL;Password policy cannot be found.;iam;;medium;AwsIamPasswordPolicy;;;Ensure IAM password policy requires at least one uppercase letter;Password policies are used to enforce password complexity requirements. IAM password policies can be used to ensure password are comprised of different character sets. It is recommended that the password policy require at least one uppercase letter.;;"Ensure ""Requires at least one uppercase letter"" is checked under ""Password Policy"".";https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_passwords_account-policy.html;;;;;CISA: your-systems-3, your-surroundings-4 | MITRE-ATTACK: T1078, T1110 | GDPR: article_25 | ISO27001-2013: A.9.2, A.9.3, A.9.4 | HIPAA: 164_308_a_5_ii_d | GxP-21-CFR-Part-11: 11.10-d, 11.10-g, 11.200, 11.300-b | AWS-Well-Architected-Framework-Security-Pillar: SEC02-BP01 | NIST-800-171-Revision-2: 3_5_7 | ENS-RD2022: op.acc.6.r1.aws.iam.1 | FFIEC: d3-pc-am-b-6, d3-pc-am-b-7 | PCI-3.2.1: iam;;;;;default;578739262764;;;;;;us-east-1;578739262764;arn:aws:iam::578739262764:root
2026-06-07T12:39:22.432298;prowler-aws-iam_securityaudit_role_created-578739262764-us-east-1-SecurityAudit;aws;iam_securityaudit_role_created;Ensure a Security Audit role has been created to conduct security audits;Software and Configuration Checks,Industry and Regulatory Standards,CIS AWS Foundations Benchmark;FAIL;SecurityAudit policy is not attached to any role.;iam;;low;AwsIamRole;;;Ensure a Security Audit role has been created to conduct security audits;Creating an IAM role with a security audit policy provides a clear separation of duties between the security team and other teams within the organization. This helps to ensure that security-related activities are performed by authorized individuals with the appropriate expertise and access permissions.;;Create an IAM role for conduct security audits with AWS.;https://docs.aws.amazon.com/IAM/latest/UserGuide/access_policies_job-functions.html#jf_security-auditor;;;;;ENS-RD2022: op.acc.3.r2.aws.iam.1;;;;;default;578739262764;;;;;;us-east-1;SecurityAudit;arn:aws:iam::aws:policy/SecurityAudit
2026-06-07T12:39:22.432298;prowler-aws-iam_support_role_created-578739262764-us-east-1-AWSSupportServiceRolePolicy;aws;iam_support_role_created;Ensure a support role has been created to manage incidents with AWS Support;Software and Configuration Checks,Industry and Regulatory Standards,CIS AWS Foundations Benchmark;FAIL;Support policy is not attached to any role.;iam;;medium;AwsIamRole;;;Ensure a support role has been created to manage incidents with AWS Support;"AWS provides a support center that can be used for incident notification and response; as well as technical support and customer services. Create an IAM Role to allow authorized users to manage incidents with AWS Support.";;Create an IAM role for managing incidents with AWS.;https://docs.aws.amazon.com/awssupport/latest/user/using-service-linked-roles-sup.html;;;;;CIS-1.4: 1.17 | CIS-1.5: 1.17 | GDPR: article_25 | CIS-2.0: 1.17 | AWS-Well-Architected-Framework-Security-Pillar: SEC10-BP01 | ENS-RD2022: op.acc.3.r1.aws.iam.1;;;;CAF Security Epic: IAM;default;578739262764;;;;;;us-east-1;AWSSupportServiceRolePolicy;arn:aws:iam::aws:policy/aws-service-role/AWSSupportServiceRolePolicy
